date,grimpeur_id,bloc_id,resultat,essais
2026-04-02,g024,b0016,echec,13
2026-04-02,g024,b0053,echec,7
2026-04-02,g024,b0064,reussite,11
2026-04-02,g024,b0072,echec,6
2026-04-02,g024,b0113,reussite,7
2026-04-02,g024,b0091,reussite,4
2026-04-02,g024,b0022,echec,9
2026-04-02,g024,b0111,reussite,1
2026-04-02,g024,b0073,echec,9
2026-04-02,g024,b0061,reussite,3
2026-04-02,g024,b0072,reussite,8
2026-04-02,g024,b0092,echec,6
2026-04-02,g024,b0053,reussite,7
2026-04-02,g024,b0032,reussite,2
2026-04-02,g024,b0081,echec,11
2026-04-02,g024,b0013,reussite,2
2026-04-02,g024,b0062,reussite,8
2026-04-02,g024,b0083,echec,17
2026-04-02,g031,b0094,echec,9
2026-04-02,g031,b0073,reussite,7
2026-04-02,g031,b0125,echec,14
2026-04-02,g031,b0022,reussite,5
2026-04-02,g031,b0124,echec,13
2026-04-02,g031,b0034,echec,9
2026-04-02,g032,b0142,echec,3
2026-04-02,g032,b0115,reussite,3
2026-04-02,g032,b0144,echec,11
2026-04-02,g032,b0095,echec,13
2026-04-02,g032,b0062,reussite,2
2026-04-02,g032,b0081,reussite,9
2026-04-02,g032,b0061,reussite,1
2026-04-02,g032,b0034,echec,12
2026-04-02,g034,b0136,reussite,1
2026-04-02,g034,b0062,reussite,2
2026-04-02,g034,b0075,reussite,5
2026-04-02,g034,b0033,echec,5
2026-04-02,g034,b0073,echec,10
2026-04-02,g034,b0124,echec,6
2026-04-02,g034,b0127,echec,14
2026-04-02,g034,b0084,echec,10
2026-04-02,g035,b0091,reussite,1
2026-04-02,g035,b0064,reussite,1
2026-04-02,g035,b0072,reussite,11
2026-04-02,g035,b0124,echec,7
2026-04-02,g035,b0013,reussite,7
2026-04-02,g035,b0081,echec,11
2026-04-02,g035,b0123,echec,5
2026-04-02,g040,b0081,reussite,1
2026-04-02,g040,b0095,echec,9
2026-04-02,g040,b0022,echec,7
2026-04-02,g040,b0092,reussite,4
2026-04-02,g040,b0033,echec,9
2026-04-02,g040,b0133,echec,10
2026-04-02,g040,b0026,echec,12
2026-04-02,g040,b0034,echec,15
2026-04-02,g040,b0089,echec,9
2026-04-02,g040,b0016,echec,17
2026-04-02,g041,b0143,reussite,1
2026-04-02,g041,b0143,reussite,1
2026-04-02,g041,b0114,echec,11
2026-04-02,g041,b0083,echec,11
2026-04-02,g041,b0073,echec,13
2026-04-02,g041,b0132,reussite,1
2026-04-02,g041,b0091,echec,2
2026-04-02,g041,b0113,echec,11
2026-04-02,g045,b0136,reussite,1
2026-04-02,g045,b0075,reussite,3
2026-04-02,g045,b0004,echec,8
2026-04-02,g045,b0006,echec,11
2026-04-02,g045,b0144,reussite,6
2026-04-02,g045,b0055,echec,10
2026-04-02,g046,b0064,reussite,1
2026-04-02,g046,b0105,echec,11
2026-04-02,g046,b0084,echec,15
2026-04-02,g046,b0013,reussite,2
2026-04-02,g046,b0122,reussite,2
2026-04-02,g046,b0091,reussite,2
2026-04-02,g046,b0113,reussite,7
2026-04-02,g048,b0034,echec,8
2026-04-02,g048,b0108,echec,17
2026-04-02,g048,b0132,reussite,1
2026-04-02,g048,b0075,echec,15
2026-04-02,g048,b0092,echec,9
2026-04-02,g048,b0083,reussite,6
2026-04-02,g048,b0125,echec,9
2026-04-02,g048,b0136,echec,12
2026-04-02,g052,b0123,reussite,1
2026-04-02,g052,b0123,reussite,1
2026-04-02,g052,b0033,echec,7
2026-04-02,g052,b0145,echec,11
2026-04-02,g052,b0104,echec,14
2026-04-02,g052,b0066,reussite,8
2026-04-02,g052,b0048,echec,11
2026-04-02,g052,b0134,echec,13
2026-04-02,g052,b0081,reussite,1
2026-04-02,g052,b0013,reussite,1
2026-04-02,g052,b0032,reussite,1
2026-04-02,g052,b0074,echec,11
2026-04-02,g052,b0107,echec,14
2026-04-02,g052,b0033,echec,14
2026-04-02,g052,b0145,echec,7
2026-04-02,g052,b0022,echec,9
2026-04-02,g055,b0006,echec,6
2026-04-02,g055,b0005,echec,11
2026-04-02,g055,b0022,echec,2
2026-04-02,g055,b0016,reussite,6
2026-04-02,g055,b0081,reussite,1
2026-04-02,g055,b0004,echec,10
2026-04-02,g055,b0091,reussite,1
2026-04-02,g055,b0108,echec,10
2026-04-02,g055,b0087,echec,18
2026-04-02,g055,b0048,echec,12
2026-04-03,g012,b0115,reussite,1
2026-04-03,g012,b0006,echec,11
2026-04-03,g012,b0026,echec,10
2026-04-03,g012,b0034,echec,8
2026-04-03,g012,b0086,reussite,11
2026-04-03,g012,b0004,echec,8
2026-04-03,g012,b0055,echec,17
2026-04-03,g012,b0016,echec,10
2026-04-03,g012,b0033,reussite,4
2026-04-03,g012,b0022,reussite,1
2026-04-03,g014,b0083,reussite,3
2026-04-03,g014,b0106,echec,13
2026-04-03,g014,b0124,echec,3
2026-04-03,g014,b0095,echec,14
2026-04-03,g014,b0066,reussite,5
2026-04-03,g014,b0034,echec,6
2026-04-03,g015,b0125,reussite,1
2026-04-03,g015,b0124,reussite,1
2026-04-03,g015,b0056,echec,9
2026-04-03,g015,b0084,reussite,6
2026-04-03,g015,b0048,echec,16
2026-04-03,g015,b0087,reussite,13
2026-04-03,g015,b0066,reussite,2
2026-04-03,g015,b0022,echec,1
2026-04-03,g015,b0086,reussite,4
2026-04-03,g024,b0002,reussite,1
2026-04-03,g024,b0022,reussite,15
2026-04-03,g024,b0095,echec,13
2026-04-03,g024,b0010,reussite,1
2026-04-03,g024,b0094,echec,14
2026-04-03,g024,b0084,echec,17
2026-04-03,g024,b0066,echec,12
2026-04-03,g024,b0131,reussite,1
2026-04-03,g024,b0075,echec,14
2026-04-03,g026,b0057,reussite,1
2026-04-03,g026,b0004,reussite,7
2026-04-03,g026,b0026,echec,9
2026-04-03,g026,b0127,echec,16
2026-04-03,g026,b0005,reussite,10
2026-04-03,g026,b0048,echec,14
2026-04-03,g026,b0016,echec,8
2026-04-03,g033,b0116,echec,8
2026-04-03,g033,b0096,echec,11
2026-04-03,g033,b0044,reussite,9
2026-04-03,g033,b0005,reussite,2
2026-04-03,g033,b0117,echec,14
2026-04-03,g033,b0109,echec,10
2026-04-03,g033,b0055,reussite,4
2026-04-03,g033,b0055,reussite,1
2026-04-03,g033,b0147,reussite,1
2026-04-03,g033,b0096,echec,12
2026-04-03,g033,b0057,echec,16
2026-04-03,g033,b0072,reussite,1
2026-04-03,g033,b0099,echec,9
2026-04-03,g033,b0116,reussite,5
2026-04-03,g033,b0095,reussite,2
2026-04-03,g033,b0117,echec,16
2026-04-03,g033,b0077,echec,16
2026-04-03,g033,b0109,echec,9
2026-04-03,g043,b0142,reussite,1
2026-04-03,g043,b0083,echec,7
2026-04-03,g043,b0092,reussite,3
2026-04-03,g043,b0022,echec,6
2026-04-03,g043,b0033,echec,15
2026-04-03,g043,b0016,echec,11
2026-04-03,g043,b0104,echec,10
2026-04-03,g043,b0096,echec,11
2026-04-03,g043,b0004,echec,11
2026-04-03,g043,b0139,reussite,1
2026-04-03,g043,b0034,echec,7
2026-04-03,g043,b0030,reussite,1
2026-04-03,g043,b0091,reussite,1
2026-04-03,g043,b0033,echec,7
2026-04-03,g043,b0010,reussite,1
2026-04-03,g043,b0022,echec,13
2026-04-03,g043,b0006,echec,7
2026-04-03,g043,b0004,echec,11
2026-04-03,g043,b0005,echec,8
2026-04-03,g044,b0124,echec,6
2026-04-03,g044,b0093,reussite,1
2026-04-03,g044,b0081,echec,5
2026-04-03,g044,b0058,echec,16
2026-04-03,g044,b0083,reussite,12
2026-04-03,g044,b0053,reussite,2
2026-04-03,g044,b0066,echec,9
2026-04-03,g046,b0062,reussite,3
2026-04-03,g046,b0061,echec,1
2026-04-03,g046,b0124,echec,13
2026-04-03,g046,b0094,echec,13
2026-04-03,g046,b0072,echec,3
2026-04-03,g046,b0022,echec,14
2026-04-03,g046,b0083,echec,9
2026-04-03,g046,b0073,echec,12
2026-04-03,g051,b0124,reussite,1
2026-04-03,g051,b0123,reussite,1
2026-04-03,g051,b0114,echec,13
2026-04-03,g051,b0116,echec,13
2026-04-03,g051,b0095,echec,15
2026-04-03,g051,b0034,echec,6
2026-04-03,g051,b0136,reussite,5
2026-04-03,g051,b0134,echec,7
2026-04-03,g053,b0113,reussite,1
2026-04-03,g053,b0064,echec,12
2026-04-03,g053,b0013,reussite,1
2026-04-03,g053,b0072,reussite,7
2026-04-03,g053,b0065,echec,14
2026-04-03,g053,b0022,echec,11
2026-04-03,g055,b0083,reussite,1
2026-04-03,g055,b0075,reussite,1
2026-04-03,g055,b0113,reussite,3
2026-04-03,g055,b0034,echec,12
2026-04-03,g055,b0033,reussite,8
2026-04-03,g055,b0094,echec,9
2026-04-03,g055,b0074,echec,8
2026-04-03,g055,b0076,echec,6
2026-04-04,g009,b0145,reussite,1
2026-04-04,g009,b0075,echec,3
2026-04-04,g009,b0095,echec,14
2026-04-04,g009,b0084,echec,8
2026-04-04,g009,b0057,echec,12
2026-04-04,g009,b0108,echec,18
2026-04-04,g009,b0044,echec,10
2026-04-04,g009,b0096,echec,14
2026-04-04,g009,b0022,reussite,2
2026-04-04,g009,b0107,echec,16
2026-04-04,g010,b0033,reussite,1
2026-04-04,g010,b0016,echec,7
2026-04-04,g010,b0056,echec,13
2026-04-04,g010,b0006,reussite,5
2026-04-04,g010,b0094,reussite,6
2026-04-04,g010,b0055,echec,14
2026-04-04,g010,b0004,reussite,8
2026-04-04,g010,b0054,reussite,1
2026-04-04,g010,b0106,echec,7
2026-04-04,g016,b0053,reussite,1
2026-04-04,g016,b0136,echec,13
2026-04-04,g016,b0005,echec,17
2026-04-04,g016,b0078,echec,9
2026-04-04,g016,b0092,reussite,2
2026-04-04,g016,b0033,echec,7
2026-04-04,g016,b0086,echec,8
2026-04-04,g016,b0077,echec,12
2026-04-04,g016,b0072,reussite,2
2026-04-04,g016,b0106,echec,15
2026-04-04,g016,b0115,reussite,2
2026-04-04,g027,b0076,echec,10
2026-04-04,g027,b0092,echec,10
2026-04-04,g027,b0002,reussite,4
2026-04-04,g027,b0091,reussite,5
2026-04-04,g027,b0093,reussite,5
2026-04-04,g027,b0095,echec,12
2026-04-04,g027,b0105,echec,8
2026-04-04,g027,b0072,echec,14
2026-04-04,g027,b0062,reussite,7
2026-04-04,g027,b0066,echec,9
2026-04-04,g034,b0122,reussite,1
2026-04-04,g034,b0121,reussite,1
2026-04-04,g034,b0016,echec,11
2026-04-04,g034,b0095,echec,7
2026-04-04,g034,b0005,echec,6
2026-04-04,g034,b0083,reussite,6
2026-04-04,g034,b0033,reussite,3
2026-04-04,g034,b0054,reussite,2
2026-04-04,g034,b0044,echec,16
2026-04-04,g034,b0064,reussite,5
2026-04-04,g035,b0071,reussite,1
2026-04-04,g035,b0083,echec,11
2026-04-04,g035,b0022,echec,13
2026-04-04,g035,b0104,echec,7
2026-04-04,g035,b0130,echec,1
2026-04-04,g035,b0113,echec,14
2026-04-04,g035,b0136,echec,18
2026-04-04,g035,b0145,echec,14
2026-04-04,g035,b0073,echec,16
2026-04-04,g035,b0144,echec,17
2026-04-04,g045,b0085,reussite,1
2026-04-04,g045,b0145,reussite,1
2026-04-04,g045,b0147,echec,17
2026-04-04,g045,b0128,echec,6
2026-04-04,g045,b0006,reussite,8
2026-04-04,g045,b0117,echec,11
2026-04-04,g045,b0084,reussite,6
2026-04-04,g045,b0034,reussite,9
2026-04-04,g045,b0058,echec,13
2026-04-04,g045,b0004,echec,7
2026-04-04,g045,b0133,reussite,12
2026-04-04,g045,b0033,reussite,3
2026-04-04,g045,b0086,reussite,6
2026-04-04,g045,b0097,echec,16
2026-04-04,g045,b0077,echec,17
2026-04-04,g045,b0095,echec,6
2026-04-04,g045,b0108,echec,7
2026-04-04,g045,b0076,echec,12
2026-04-04,g045,b0005,echec,13
2026-04-04,g045,b0016,reussite,5
2026-04-05,g001,b0052,reussite,1
2026-04-05,g001,b0054,reussite,1
2026-04-05,g001,b0005,echec,7
2026-04-05,g001,b0033,echec,15
2026-04-05,g001,b0006,echec,9
2026-04-05,g001,b0002,reussite,1
2026-04-05,g001,b0044,echec,17
2026-04-05,g001,b0030,reussite,1
2026-04-05,g007,b0123,reussite,1
2026-04-05,g007,b0123,reussite,1
2026-04-05,g007,b0073,reussite,11
2026-04-05,g007,b0145,echec,12
2026-04-05,g007,b0066,reussite,5
2026-04-05,g007,b0133,echec,17
2026-04-05,g007,b0126,echec,10
2026-04-05,g007,b0116,echec,8
2026-04-05,g007,b0124,echec,11
2026-04-05,g010,b0074,echec,7
2026-04-05,g010,b0134,reussite,6
2026-04-05,g010,b0076,echec,5
2026-04-05,g010,b0026,echec,16
2026-04-05,g010,b0072,reussite,1
2026-04-05,g010,b0006,echec,10
2026-04-05,g010,b0084,reussite,9
2026-04-05,g027,b0122,reussite,1
2026-04-05,g027,b0123,reussite,1
2026-04-05,g027,b0091,echec,10
2026-04-05,g027,b0105,echec,11
2026-04-05,g027,b0115,echec,12
2026-04-05,g027,b0121,reussite,8
2026-04-05,g027,b0112,reussite,2
2026-04-05,g027,b0076,echec,11
2026-04-05,g027,b0092,echec,8
2026-04-05,g035,b0122,reussite,1
2026-04-05,g035,b0103,reussite,4
2026-04-05,g035,b0063,reussite,6
2026-04-05,g035,b0061,echec,9
2026-04-05,g035,b0123,echec,13
2026-04-05,g035,b0121,echec,2
2026-04-05,g035,b0064,reussite,13
2026-04-05,g040,b0125,echec,10
2026-04-05,g040,b0095,echec,15
2026-04-05,g040,b0096,echec,9
2026-04-05,g040,b0044,echec,15
2026-04-05,g040,b0104,echec,13
2026-04-05,g040,b0134,reussite,17
2026-04-05,g044,b0115,reussite,1
2026-04-05,g044,b0053,reussite,1
2026-04-05,g044,b0034,echec,12
2026-04-05,g044,b0075,reussite,7
2026-04-05,g044,b0033,reussite,8
2026-04-05,g044,b0136,echec,7
2026-04-05,g044,b0073,echec,6
2026-04-05,g044,b0055,echec,7
2026-04-05,g044,b0105,echec,4
2026-04-05,g044,b0145,echec,7
2026-04-05,g050,b0091,reussite,1
2026-04-05,g050,b0103,reussite,1
2026-04-05,g050,b0053,echec,8
2026-04-05,g050,b0136,echec,15
2026-04-05,g050,b0143,reussite,1
2026-04-05,g050,b0123,echec,7
2026-04-05,g050,b0083,reussite,8
2026-04-05,g050,b0092,echec,12
2026-04-05,g052,b0054,reussite,1
2026-04-05,g052,b0062,reussite,1
2026-04-05,g052,b0075,echec,7
2026-04-05,g052,b0063,reussite,1
2026-04-05,g052,b0072,reussite,1
2026-04-05,g052,b0136,echec,14
2026-04-05,g052,b0053,echec,4
2026-04-05,g052,b0075,echec,4
2026-04-05,g052,b0083,reussite,9
2026-04-06,g003,b0113,reussite,1
2026-04-06,g003,b0123,echec,2
2026-04-06,g003,b0062,reussite,3
2026-04-06,g003,b0124,reussite,7
2026-04-06,g003,b0118,echec,14
2026-04-06,g003,b0073,reussite,1
2026-04-06,g003,b0139,reussite,1
2026-04-06,g003,b0092,reussite,3
2026-04-06,g003,b0004,echec,16
2026-04-06,g003,b0093,reussite,2
2026-04-06,g003,b0061,reussite,1
2026-04-06,g003,b0013,reussite,2
2026-04-06,g003,b0006,echec,7
2026-04-06,g003,b0034,echec,8
2026-04-06,g003,b0074,echec,7
2026-04-06,g003,b0005,echec,8
2026-04-06,g003,b0091,reussite,1
2026-04-06,g004,b0124,reussite,1
2026-04-06,g004,b0136,reussite,1
2026-04-06,g004,b0083,echec,2
2026-04-06,g004,b0128,echec,14
2026-04-06,g004,b0073,echec,6
2026-04-06,g004,b0034,reussite,5
2026-04-06,g004,b0133,reussite,14
2026-04-06,g004,b0055,echec,11
2026-04-06,g008,b0114,reussite,1
2026-04-06,g008,b0145,reussite,1
2026-04-06,g008,b0077,echec,14
2026-04-06,g008,b0136,reussite,7
2026-04-06,g008,b0034,reussite,2
2026-04-06,g008,b0064,reussite,1
2026-04-06,g008,b0095,echec,5
2026-04-06,g008,b0106,reussite,6
2026-04-06,g008,b0085,echec,11
2026-04-06,g008,b0075,reussite,3
2026-04-06,g008,b0129,echec,15
2026-04-06,g012,b0136,reussite,1
2026-04-06,g012,b0066,reussite,1
2026-04-06,g012,b0055,echec,17
2026-04-06,g012,b0147,echec,8
2026-04-06,g012,b0053,reussite,1
2026-04-06,g012,b0095,reussite,10
2026-04-06,g012,b0094,echec,6
2026-04-06,g012,b0034,echec,7
2026-04-06,g012,b0074,echec,9
2026-04-06,g013,b0064,reussite,1
2026-04-06,g013,b0073,reussite,1
2026-04-06,g013,b0140,echec,14
2026-04-06,g017,b0004,echec,12
2026-04-06,g017,b0002,reussite,1
2026-04-06,g017,b0005,echec,18
2026-04-06,g017,b0021,reussite,1
2026-04-06,g017,b0119,reussite,1
2026-04-06,g017,b0006,echec,16
2026-04-06,g017,b0126,echec,18
2026-04-06,g017,b0108,echec,12
2026-04-06,g017,b0089,echec,17
2026-04-06,g017,b0026,echec,15
2026-04-06,g017,b0080,reussite,1
2026-04-06,g017,b0044,echec,17
2026-04-06,g017,b0046,echec,15
2026-04-06,g017,b0047,echec,8
2026-04-06,g017,b0020,echec,9
2026-04-06,g017,b0070,echec,12
2026-04-06,g017,b0099,echec,10
2026-04-06,g024,b0111,reussite,1
2026-04-06,g024,b0122,reussite,1
2026-04-06,g024,b0002,reussite,2
2026-04-06,g024,b0071,reussite,1
2026-04-06,g024,b0030,reussite,1
2026-04-06,g024,b0006,echec,10
2026-04-06,g024,b0092,echec,8
2026-04-06,g024,b0060,reussite,1
2026-04-06,g024,b0052,reussite,1
2026-04-06,g024,b0081,reussite,9
2026-04-06,g024,b0106,echec,10
2026-04-06,g024,b0090,reussite,1
2026-04-06,g025,b0095,reussite,1
2026-04-06,g025,b0104,reussite,1
2026-04-06,g025,b0034,reussite,3
2026-04-06,g025,b0147,echec,12
2026-04-06,g025,b0073,reussite,1
2026-04-06,g025,b0094,reussite,6
2026-04-06,g025,b0146,echec,9
2026-04-06,g025,b0107,echec,11
2026-04-06,g026,b0026,echec,8
2026-04-06,g026,b0055,echec,8
2026-04-06,g026,b0087,echec,11
2026-04-06,g026,b0113,reussite,1
2026-04-06,g026,b0105,reussite,1
2026-04-06,g026,b0135,echec,12
2026-04-06,g026,b0044,echec,11
2026-04-06,g026,b0053,reussite,1
2026-04-06,g026,b0136,echec,3
2026-04-06,g026,b0116,echec,12
2026-04-06,g028,b0072,reussite,5
2026-04-06,g028,b0006,reussite,11
2026-04-06,g028,b0124,echec,10
2026-04-06,g028,b0057,echec,16
2026-04-06,g028,b0034,echec,13
2026-04-06,g028,b0134,echec,14
2026-04-06,g028,b0084,echec,11
2026-04-06,g028,b0144,echec,8
2026-04-06,g028,b0114,echec,13
2026-04-06,g029,b0117,echec,16
2026-04-06,g029,b0034,echec,6
2026-04-06,g029,b0062,reussite,2
2026-04-06,g029,b0006,echec,17
2026-04-06,g029,b0135,echec,17
2026-04-06,g029,b0143,reussite,1
2026-04-06,g029,b0123,reussite,2
2026-04-06,g029,b0105,reussite,12
2026-04-06,g029,b0106,echec,16
2026-04-06,g032,b0123,reussite,1
2026-04-06,g032,b0123,reussite,1
2026-04-06,g032,b0084,echec,11
2026-04-06,g032,b0091,reussite,1
2026-04-06,g032,b0124,echec,10
2026-04-06,g032,b0053,echec,6
2026-04-06,g032,b0134,echec,7
2026-04-06,g032,b0054,reussite,3
2026-04-06,g032,b0062,echec,2
2026-04-06,g032,b0072,echec,7
2026-04-06,g032,b0136,echec,12
2026-04-06,g032,b0103,reussite,1
2026-04-06,g032,b0115,reussite,1
2026-04-06,g032,b0073,echec,16
2026-04-06,g032,b0076,echec,15
2026-04-06,g032,b0075,echec,11
2026-04-06,g032,b0092,reussite,7
2026-04-06,g032,b0128,echec,17
2026-04-06,g032,b0013,reussite,1
2026-04-06,g032,b0104,echec,18
2026-04-06,g033,b0055,reussite,1
2026-04-06,g033,b0083,reussite,1
2026-04-06,g033,b0096,echec,4
2026-04-06,g033,b0138,echec,13
2026-04-06,g033,b0076,reussite,2
2026-04-06,g033,b0087,reussite,8
2026-04-06,g033,b0126,echec,10
2026-04-06,g033,b0108,echec,13
2026-04-06,g033,b0085,echec,10
2026-04-06,g033,b0026,echec,6
2026-04-06,g033,b0056,echec,11
2026-04-06,g033,b0088,echec,8
2026-04-06,g034,b0136,reussite,1
2026-04-06,g034,b0123,reussite,1
2026-04-06,g034,b0066,reussite,3
2026-04-06,g034,b0124,reussite,4
2026-04-06,g034,b0073,echec,9
2026-04-06,g034,b0055,echec,13
2026-04-06,g034,b0145,reussite,8
2026-04-06,g034,b0006,echec,9
2026-04-06,g034,b0034,echec,16
2026-04-06,g034,b0065,echec,8
2026-04-06,g037,b0095,echec,4
2026-04-06,g037,b0117,echec,17
2026-04-06,g037,b0073,reussite,1
2026-04-06,g037,b0058,echec,16
2026-04-06,g037,b0044,echec,16
2026-04-06,g037,b0129,echec,17
